0.000	5.115	0.149	1.175
0.016	5.249	0.195	1.177
0.032	4.974	0.177	1.175
0.050	5.292	0.182	1.177
0.067	5.279	0.103	1.176
0.082	5.265	0.111	1.176
0.100	5.235	0.102	1.173
0.115	5.125	0.068	1.173
0.132	5.233	0.121	1.176
0.150	5.100	0.047	1.177
0.167	5.141	0.141	1.177
0.182	5.255	0.094	1.176
0.200	5.114	0.106	1.176
0.217	5.390	0.184	1.175
0.232	5.275	0.030	1.176
0.250	5.299	0.166	1.175
0.267	5.186	0.051	1.175
0.282	5.205	0.131	1.176
0.300	5.237	0.187	1.174
0.317	5.223	0.110	1.174
0.332	5.135	0.165	1.177
0.350	5.142	0.212	1.175
0.367	5.027	0.253	1.174
0.382	5.031	0.145	1.175
0.400	5.085	0.100	1.174
0.417	5.293	0.119	1.176
0.434	5.191	0.190	1.174
0.451	5.275	0.096	1.176
0.466	5.263	0.236	1.173
0.483	5.233	0.087	1.175
0.501	5.207	0.255	1.174
0.516	5.009	0.188	1.175
0.533	5.237	0.151	1.175
0.551	5.256	0.034	1.175
0.566	5.112	0.130	1.176
0.583	5.133	0.200	1.175
0.599	5.296	0.056	1.175
0.616	5.104	0.196	1.174
0.633	5.110	0.134	1.175
0.651	5.161	0.189	1.174
0.667	5.159	0.228	1.175
0.683	5.088	0.138	1.174
0.701	5.157	0.177	1.172
0.717	5.256	0.151	1.174
0.734	5.272	0.099	1.176
0.749	5.202	0.137	1.175
0.767	5.294	0.161	1.175
0.784	5.192	0.178	1.173
0.799	5.078	0.207	1.177
0.817	5.269	0.094	1.172
0.834	5.232	0.162	1.176
0.849	5.128	0.160	1.176
0.867	5.189	0.058	1.173
0.884	5.251	0.037	1.175
0.901	5.199	0.171	1.173
0.917	5.126	0.208	1.174
0.934	5.016	0.231	1.175
0.951	5.167	0.074	1.175
0.966	5.217	0.112	1.174
0.983	5.211	0.113	1.174
1.001	5.242	0.111	1.173
1.018	5.096	0.132	1.173
1.033	5.061	0.186	1.175
1.051	5.184	0.087	1.175
1.068	5.235	0.094	1.176
1.083	5.139	0.134	1.176
1.101	5.224	0.215	1.177
1.118	5.225	0.183	1.175
1.133	5.188	0.298	1.175
1.151	5.260	0.222	1.175
1.168	5.091	0.211	1.173
1.183	5.344	0.130	1.177
1.200	5.319	0.090	1.173
1.217	5.220	0.158	1.173
1.234	5.162	0.207	1.176
1.250	5.275	0.088	1.176
1.267	5.120	0.257	1.174
1.284	5.186	0.051	1.176
1.301	5.123	0.129	1.174
1.317	5.142	0.244	1.173
1.334	5.276	0.135	1.175
1.351	5.130	0.165	1.174
1.367	5.327	0.031	1.176
1.384	5.196	0.227	1.177
1.401	5.179	0.107	1.174
1.418	5.110	0.187	1.177
1.434	4.997	0.157	1.173
1.451	5.193	0.082	1.175
1.467	5.204	0.136	1.174
1.484	5.189	0.240	1.176
1.501	5.214	0.160	1.177
1.517	5.180	0.115	1.174
1.534	5.139	0.102	1.174
1.551	5.171	0.157	1.175
1.568	5.166	0.159	1.175
1.584	5.117	0.289	1.175
1.601	5.249	0.239	1.175
1.618	5.355	0.178	1.175
1.634	5.289	0.110	1.173
1.651	5.183	0.109	1.176
1.668	5.225	0.185	1.174
1.684	5.152	0.222	1.176
1.701	5.322	0.240	1.175
1.718	5.350	0.108	1.174
1.734	5.195	0.176	1.177
1.751	5.263	0.046	1.175
1.768	5.248	0.096	1.176
1.784	5.118	0.031	1.173
1.801	5.101	0.084	1.174
1.818	5.112	0.115	1.172
1.834	5.240	0.117	1.175
1.851	5.219	0.098	1.174
1.868	5.090	0.310	1.177
1.885	5.115	0.284	1.175
1.901	5.162	0.071	1.177
1.918	5.155	0.212	1.176
1.934	5.247	0.147	1.176
1.950	5.217	0.229	1.177
1.968	5.153	0.274	1.176
1.985	5.263	0.147	1.173
2.002	5.214	0.023	1.173
2.017	5.204	0.179	1.175
2.034	5.231	0.126	1.175
2.052	5.299	0.181	1.173
2.069	5.261	0.045	1.174
2.084	5.159	0.158	1.173
2.101	5.171	0.157	1.174
2.119	5.149	0.193	1.173
2.134	5.237	0.224	1.174
2.151	5.320	0.157	1.177
2.169	5.209	0.118	1.174
2.184	5.188	0.077	1.174
2.201	5.069	0.146	1.175
2.218	5.248	0.092	1.174
2.235	5.121	0.164	1.176
2.251	5.245	0.265	1.174
2.268	5.163	0.145	1.177
2.285	5.211	0.299	1.176
2.301	5.273	0.145	1.176
2.318	5.054	0.180	1.176
2.336	5.196	0.195	1.176
2.351	5.087	0.195	1.175
2.368	5.272	0.304	1.175
2.385	5.257	0.248	1.175
2.401	5.095	0.183	1.175
2.418	5.235	0.052	1.175
2.435	5.237	0.066	1.176
2.451	5.231	0.197	1.172
2.468	5.149	0.151	1.176
2.485	5.013	0.214	1.176
2.503	5.077	0.189	1.174
2.518	4.979	0.070	1.173
2.535	5.281	0.066	1.175
2.553	5.065	0.180	1.175
2.568	5.305	0.134	1.173
2.585	5.201	0.141	1.175
2.603	5.167	0.237	1.175
2.618	5.201	0.285	1.175
2.635	5.116	0.238	1.175
2.653	5.459	0.256	1.175
2.668	5.051	0.243	1.176
2.685	5.115	0.185	1.173
2.703	5.009	0.131	1.173
2.718	5.403	0.167	1.175
2.735	5.185	0.233	1.173
2.753	5.115	0.238	1.175
2.768	5.186	0.121	1.175
2.785	5.113	0.175	1.175
2.803	5.205	0.247	1.179
2.818	5.246	0.201	1.174
2.835	4.981	0.240	1.174
2.853	5.196	0.145	1.175
2.868	5.351	0.162	1.175
2.885	5.076	0.204	1.174
2.903	5.044	0.192	1.174
2.918	5.171	0.233	1.175
2.935	5.148	0.122	1.174
2.953	5.232	0.164	1.175
2.970	5.303	0.169	1.177
2.985	5.132	0.134	1.175
3.002	5.320	0.069	1.174
3.019	5.182	0.136	1.175
3.035	5.160	0.148	1.175
3.052	4.989	0.080	1.177
3.069	5.216	0.213	1.175
3.086	5.024	0.085	1.175
3.103	5.160	0.144	1.176
3.119	5.027	0.314	1.174
3.136	5.248	0.123	1.173
3.152	5.087	0.201	1.174
3.169	5.303	0.070	1.178
3.186	5.195	0.097	1.175
3.203	5.199	0.108	1.177
3.219	5.267	0.237	1.174
3.236	5.142	0.223	1.173
3.252	5.016	0.207	1.174
3.269	5.113	0.143	1.176
3.286	5.350	0.115	1.175
3.303	4.999	0.101	1.176
3.319	5.236	0.072	1.175
3.336	5.148	0.058	1.173
3.352	5.214	0.231	1.174
3.369	5.162	0.289	1.176
3.386	5.202	0.126	1.173
3.403	5.205	0.033	1.174
3.420	5.246	0.081	1.173
3.435	5.309	0.183	1.174
3.452	5.225	0.177	1.175
3.470	5.076	0.103	1.174
3.485	5.403	0.037	1.176
3.502	5.222	0.047	1.176
3.520	5.179	0.181	1.176
3.535	5.117	0.200	1.173
3.552	5.084	0.097	1.175
3.570	4.952	0.214	1.176
3.587	5.074	0.251	1.176
3.602	5.206	0.197	1.177
3.620	5.153	0.076	1.178
3.637	5.078	0.070	1.176
3.652	5.095	0.118	1.176
3.670	5.144	0.163	1.177
3.687	5.203	0.084	1.175
3.702	5.160	0.171	1.174
3.720	5.083	0.109	1.176
3.735	5.326	0.118	1.175
3.752	5.274	0.055	1.176
3.770	5.171	0.145	1.177
3.787	5.321	0.134	1.174
3.802	5.149	0.170	1.175
3.820	5.159	0.074	1.176
3.837	5.272	0.046	1.175
3.852	5.210	0.199	1.174
3.869	5.230	0.228	1.177
3.886	5.093	0.097	1.173
3.904	5.253	0.098	1.175
3.919	5.203	0.155	1.175
3.936	5.064	0.208	1.175
3.954	5.263	0.140	1.175
3.969	5.313	0.112	1.177
3.986	5.177	0.146	1.174
4.004	5.078	0.342	1.175
4.019	5.248	0.333	1.175
4.036	5.294	0.099	1.177
4.053	5.165	0.041	1.175
4.071	5.352	0.195	1.176
4.086	5.186	0.092	1.175
4.103	5.212	0.091	1.174
4.121	5.125	0.108	1.177
4.136	5.224	0.188	1.176
4.153	5.231	0.133	1.174
4.171	5.216	0.088	1.175
4.186	5.321	0.141	1.176
4.203	5.211	0.192	1.174
4.221	5.089	0.108	1.176
4.236	5.041	0.238	1.174
4.253	5.082	0.316	1.174
4.270	5.075	0.095	1.175
4.286	5.263	0.195	1.173
4.303	5.228	0.080	1.175
4.320	5.116	0.212	1.177
4.336	5.182	0.244	1.174
4.353	5.203	0.204	1.174
4.370	5.187	0.149	1.177
4.386	5.155	0.161	1.175
4.403	5.071	0.104	1.173
4.420	5.180	0.157	1.176
4.438	5.016	0.150	1.177
4.453	5.003	0.182	1.174
4.470	5.261	0.085	1.176
4.486	5.137	0.227	1.175
4.503	5.183	0.248	1.174
4.520	5.246	0.192	1.173
4.536	5.209	0.141	1.175
4.553	5.330	0.100	1.175
4.570	5.004	0.272	1.173
4.588	5.064	0.085	1.177
4.603	4.968	0.206	1.174
4.620	5.071	0.147	1.174
4.636	5.106	0.165	1.176
4.653	5.197	0.055	1.176
4.670	5.163	0.228	1.173
4.688	5.053	0.187	1.175
4.703	5.110	0.305	1.174
4.720	5.106	0.092	1.175
4.738	5.020	0.245	1.176
4.753	5.237	0.216	1.178
4.770	5.056	0.218	1.175
4.788	5.048	0.085	1.173
4.803	5.100	0.150	1.175
