0.005	6.386	0.202	1.174
0.021	6.328	0.229	1.174
0.038	6.596	0.286	1.173
0.055	6.143	0.231	1.174
0.071	6.293	0.317	1.174
0.088	6.217	0.151	1.172
0.105	6.424	0.308	1.173
0.121	6.144	0.195	1.172
0.137	6.544	0.345	1.172
0.154	6.494	0.334	1.176
0.171	6.435	0.240	1.172
0.189	6.257	0.253	1.172
0.204	6.229	0.294	1.170
0.221	6.247	0.171	1.175
0.239	6.138	0.232	1.174
0.254	6.048	0.236	1.171
0.271	6.168	0.329	1.176
0.288	6.454	0.261	1.172
0.305	6.488	0.284	1.173
0.322	6.256	0.213	1.171
0.338	6.253	0.232	1.172
0.355	6.158	0.255	1.176
0.371	6.605	0.278	1.174
0.388	6.168	0.189	1.173
0.405	5.947	0.213	1.178
0.422	6.492	0.394	1.172
0.438	6.327	0.348	1.172
0.455	6.282	0.279	1.172
0.472	6.473	0.271	1.175
0.488	6.052	0.126	1.174
0.505	6.368	0.230	1.174
0.522	6.208	0.339	1.172
0.538	6.342	0.394	1.173
0.555	6.349	0.296	1.173
0.572	6.322	0.141	1.172
0.589	6.249	0.205	1.172
0.605	6.396	0.177	1.172
0.622	6.527	0.358	1.174
0.639	6.266	0.117	1.175
0.655	6.442	0.242	1.174
0.671	6.317	0.262	1.174
0.688	6.305	0.354	1.175
0.705	6.334	0.342	1.174
0.723	5.904	0.267	1.171
0.738	6.129	0.315	1.174
0.755	6.205	0.302	1.174
0.771	6.304	0.386	1.176
0.788	6.464	0.348	1.173
0.805	6.333	0.220	1.175
0.821	6.362	0.333	1.172
0.838	6.196	0.298	1.174
0.855	6.220	0.330	1.175
0.871	6.389	0.174	1.173
0.888	6.349	0.274	1.175
0.905	6.277	0.395	1.175
0.923	6.125	0.251	1.173
0.938	6.354	0.401	1.174
0.955	6.241	0.243	1.174
0.971	6.124	0.261	1.173
0.988	6.276	0.400	1.174
1.005	6.399	0.272	1.175
1.023	6.455	0.228	1.173
1.038	6.257	0.165	1.172
1.055	6.203	0.271	1.175
1.073	6.463	0.276	1.175
1.089	6.460	0.289	1.174
1.105	6.671	0.257	1.176
1.122	6.098	0.282	1.174
1.139	6.317	0.355	1.175
1.155	6.267	0.328	1.174
1.172	6.275	0.362	1.173
1.188	6.189	0.267	1.172
1.206	6.440	0.359	1.174
1.221	6.331	0.254	1.176
1.238	6.236	0.206	1.175
1.256	6.152	0.314	1.175
1.273	6.192	0.228	1.175
1.288	6.332	0.192	1.171
1.306	6.235	0.142	1.172
