0.000	3.844	0.171	1.174
0.017	3.663	0.132	1.176
0.034	3.946	0.210	1.175
0.052	3.464	0.176	1.174
0.067	3.812	0.189	1.174
0.084	3.948	0.141	1.176
0.102	3.813	0.087	1.174
0.117	3.802	0.140	1.174
0.134	3.584	0.183	1.173
0.152	3.571	0.141	1.175
0.167	3.501	0.120	1.175
0.184	3.484	0.119	1.175
0.202	3.715	0.169	1.175
0.217	3.790	0.120	1.172
0.234	3.879	0.039	1.174
0.252	3.989	0.057	1.175
0.269	3.967	0.176	1.177
0.284	3.905	0.223	1.176
0.301	3.846	0.238	1.175
0.318	3.801	0.250	1.175
0.335	4.021	0.143	1.176
0.351	3.655	0.243	1.176
0.368	3.274	0.263	1.174
0.385	3.851	0.111	1.173
0.402	4.083	0.206	1.176
0.418	3.947	0.113	1.176
0.435	3.814	0.110	1.176
0.451	3.802	0.075	1.177
0.469	3.885	0.197	1.174
0.484	3.872	0.068	1.177
0.501	3.975	0.070	1.176
0.518	3.686	0.123	1.175
0.535	3.592	0.216	1.175
0.551	3.648	0.365	1.176
0.568	3.821	0.262	1.176
0.585	3.794	0.163	1.177
0.601	3.659	0.087	1.175
0.618	3.645	0.196	1.174
0.635	3.852	0.058	1.176
0.652	3.788	0.108	1.178
0.668	3.880	0.089	1.174
0.685	3.783	0.109	1.173
0.702	3.657	0.080	1.175
0.718	3.775	0.276	1.176
0.735	3.770	0.072	1.178
0.752	3.771	0.128	1.175
0.768	3.692	0.103	1.175
0.785	3.609	0.079	1.173
0.802	3.793	0.060	1.175
0.818	3.838	0.065	1.177
0.835	3.687	0.081	1.174
0.852	3.797	0.215	1.175
0.867	3.859	0.139	1.176
0.885	3.600	0.088	1.175
0.902	3.851	0.141	1.174
0.917	3.744	0.201	1.175
0.935	3.693	0.197	1.174
0.952	3.676	0.150	1.176
0.969	3.776	0.179	1.174
0.985	3.812	0.217	1.176
1.002	3.776	0.086	1.176
1.019	3.698	0.156	1.174
1.034	3.651	0.230	1.174
1.051	3.615	0.080	1.176
1.068	3.868	0.061	1.174
1.085	3.766	0.275	1.175
1.101	3.702	0.169	1.175
1.118	3.631	0.205	1.176
1.135	3.586	0.216	1.177
1.153	4.012	0.090	1.175
1.168	3.816	0.135	1.176
1.185	3.630	0.053	1.175
1.203	3.593	0.202	1.174
1.218	3.877	0.091	1.176
1.235	3.762	0.201	1.176
1.253	3.701	0.215	1.177
1.268	3.736	0.032	1.173
1.285	3.899	0.080	1.177
1.303	3.879	0.154	1.176
1.318	3.788	0.075	1.173
1.335	3.797	0.231	1.176
1.353	3.803	0.299	1.175
1.368	3.675	0.077	1.175
1.385	3.927	0.066	1.174
1.403	3.847	0.048	1.176
1.418	3.846	0.106	1.175
1.435	3.931	0.231	1.178
1.453	3.774	0.253	1.177
1.470	3.954	0.093	1.176
1.485	3.744	0.204	1.175
1.503	4.060	0.206	1.175
1.520	3.590	0.249	1.173
1.535	3.818	0.122	1.175
1.553	3.858	0.043	1.174
1.569	3.767	0.180	1.176
1.586	3.680	0.302	1.177
1.602	3.436	0.211	1.173
1.619	3.631	0.129	1.172
1.636	3.768	0.062	1.175
1.652	3.698	0.050	1.174
1.669	3.612	0.250	1.175
1.686	3.727	0.058	1.175
1.702	3.581	0.048	1.177
1.719	3.808	0.022	1.174
1.736	3.698	0.076	1.175
1.752	3.773	0.116	1.176
1.769	3.680	0.063	1.174
1.786	3.801	0.176	1.175
1.802	3.737	0.186	1.177
1.819	3.879	0.188	1.175
1.836	3.748	0.106	1.175
1.852	3.750	0.148	1.176
1.869	3.703	0.211	1.176
1.886	3.870	0.139	1.174
1.902	3.658	0.106	1.178
1.919	3.755	0.071	1.176
1.936	3.774	0.179	1.175
1.952	4.044	0.116	1.174
1.969	3.878	0.104	1.177
1.986	3.730	0.132	1.175
2.002	3.950	0.166	1.175
2.019	3.917	0.338	1.175
2.036	3.895	0.143	1.175
2.053	3.857	0.106	1.177
2.069	3.762	0.130	1.176
2.086	3.625	0.156	1.174
2.102	3.607	0.122	1.175
2.119	3.839	0.192	1.175
2.136	3.849	0.080	1.177
2.154	3.755	0.102	1.174
2.169	3.642	0.285	1.177
2.186	3.739	0.148	1.176
2.203	3.697	0.234	1.175
2.221	3.730	0.080	1.177
2.236	3.741	0.125	1.177
2.253	3.642	0.068	1.175
2.270	3.930	0.301	1.174
2.286	3.891	0.223	1.174
2.303	3.949	0.041	1.176
2.320	3.761	0.168	1.175
2.337	3.667	0.177	1.174
2.352	3.709	0.200	1.177
2.370	3.942	0.170	1.175
