7.666	5.455	0.186	1.173
0.007	5.565	0.067	1.176
0.022	5.438	0.165	1.172
0.039	5.447	0.224	1.173
0.057	5.366	0.181	1.172
0.074	5.467	0.212	1.173
0.089	5.528	0.254	1.174
0.107	5.549	0.201	1.173
0.124	5.367	0.166	1.172
0.139	5.442	0.089	1.172
0.156	5.523	0.186	1.173
0.174	5.295	0.308	1.174
0.190	5.375	0.227	1.170
0.206	5.331	0.155	1.170
0.223	5.523	0.254	1.171
0.240	5.500	0.079	1.172
0.256	5.461	0.190	1.172
0.273	5.362	0.215	1.170
0.290	5.537	0.104	1.169
0.307	5.615	0.142	1.172
0.323	5.541	0.139	1.174
0.340	5.445	0.152	1.171
0.357	5.584	0.091	1.168
0.373	5.514	0.106	1.171
0.390	5.289	0.220	1.171
0.407	5.513	0.174	1.171
0.423	5.445	0.135	1.171
0.440	5.525	0.205	1.172
0.457	5.443	0.218	1.169
0.474	5.251	0.098	1.170
0.489	5.455	0.285	1.172
0.507	5.549	0.135	1.171
0.524	5.507	0.072	1.173
0.539	5.519	0.045	1.171
0.557	5.471	0.099	1.173
0.574	5.720	0.213	1.172
0.589	5.506	0.141	1.171
0.607	5.593	0.105	1.171
0.624	5.323	0.192	1.171
0.641	5.410	0.149	1.168
0.657	5.545	0.147	1.172
0.673	5.533	0.080	1.175
0.691	5.552	0.075	1.171
0.708	5.560	0.228	1.169
0.723	5.461	0.137	1.172
0.741	5.618	0.217	1.171
0.758	5.594	0.270	1.172
0.773	5.582	0.290	1.172
0.791	5.564	0.171	1.173
0.806	5.583	0.281	1.174
0.823	5.555	0.160	1.170
0.841	5.534	0.189	1.172
0.856	5.643	0.084	1.173
0.873	5.656	0.122	1.169
0.891	5.432	0.121	1.173
0.908	5.602	0.225	1.174
0.923	5.428	0.147	1.172
0.941	5.385	0.142	1.174
0.956	5.480	0.106	1.175
0.973	5.622	0.241	1.171
0.991	5.567	0.128	1.170
1.008	5.496	0.191	1.172
1.023	5.482	0.083	1.174
1.041	5.544	0.361	1.174
1.058	5.534	0.209	1.173
1.073	5.590	0.296	1.169
1.090	5.488	0.057	1.176
1.107	5.560	0.155	1.174
1.124	5.554	0.206	1.173
1.141	5.603	0.276	1.171
1.157	5.565	0.123	1.173
1.174	5.533	0.150	1.171
1.190	5.466	0.200	1.171
1.207	5.662	0.199	1.170
1.224	5.419	0.268	1.174
1.240	5.507	0.163	1.170
1.256	5.409	0.129	1.172
1.274	5.506	0.218	1.173
1.291	5.461	0.242	1.171
1.308	5.606	0.216	1.172
1.324	5.449	0.118	1.174
1.341	5.378	0.186	1.173
1.358	5.542	0.190	1.172
1.373	5.522	0.216	1.174
1.390	5.429	0.174	1.172
1.407	5.468	0.145	1.174
1.425	5.405	0.237	1.173
1.440	5.500	0.269	1.170
1.457	5.487	0.330	1.172
1.475	5.351	0.179	1.174
